SINR,RSRP,Latency,Packet_Loss,Throughput,Interference,Resource_Load,Trust_Score,Risk_Score,Label
1.0222205289902868,-0.3096573726612423,0.54444631454271,-0.527923390127425,-2.232381754458273,0.5049470793173081,0.4561015389006689,-0.4034195062703012,0.40341950627030115,1
-0.2823533002760822,0.6109954367359921,-0.21032630279189463,-0.2312426158366067,-0.8578929259442027,0.1987041608309356,-2.7430142419948185,0.9303043973812127,-0.9303043973812132,0
-0.5290570214726977,0.8061613465525743,-1.031002280336351,-0.6248185375044197,-0.8045514777958677,0.45701031491673605,1.0580649212365,-1.3091793501209192,1.3091793501209186,1
-0.138629279140975,1.0672962290779335,-0.3026246059548031,0.30349614829388055,0.43031175448708464,0.4172128311100616,-0.12694249523101292,1.1783027271239237,-1.178302727123924,0
-0.6184936403717768,-1.3227787221168534,0.22845836980079645,0.7720551226609161,-0.5329168874334209,1.0686142917121602,0.898122813058825,0.025150825507212125,-0.02515082550721235,1
-0.8808599288203803,0.24925158961481053,1.7781400157812695,2.4145619029993277,-0.20309290023992563,-0.4695116790517961,0.4387888537769939,-0.5419016941717487,0.5419016941717486,1
0.4626658379780665,-1.799725794420886,0.4444244653204435,-0.6876771088305434,0.2045406775624619,0.4908797681437826,-2.464397306416858,-1.8043747663964207,1.80437476639642,1
0.890114352330993,0.454606641214133,0.030689029520613254,0.04592184280674452,0.07272839495951437,0.06087320034610565,-0.7504282578856564,-0.6486188856897595,0.6486188856897593,1
-0.22754984938290815,-0.8980309784763186,-1.2416496329665934,0.10530717923664039,0.8361260677051896,-0.15908991188510987,-0.8320392971176318,-1.7330887621875577,1.733088762187557,1
-1.0159433979153047,-1.241012367356587,1.0449832898421454,0.7475926255551045,0.29128148153395617,0.13937778900727296,0.3722645961367654,-0.4205178031916294,0.4205178031916289,1
0.24777923171001237,1.1831729296975055,1.2261849296941902,-0.9043873609205211,-1.5611271701859943,1.1018563426968926,0.3124988660944179,-0.19535945973878802,0.19535945973878732,1
-0.687326190268415,1.3707436144509655,0.5897938993634462,-1.0588997951908583,-0.7057459834673009,1.5974817368294358,-0.48657305129279355,0.14460815315571515,-0.14460815315571535,1
-0.4485678632838364,-0.06720806098397246,-0.3131472892860259,0.7695076593271228,-0.3620886668603994,-1.3650774759792912,1.510505204338134,-0.0204246781016247,0.02042467810162447,1
0.13550213070387018,-0.01831815260587865,1.5378799424638732,0.0846607791824643,0.4577354478722096,-0.3067746922635606,0.5053428989447972,-0.08917112465514757,0.08917112465514687,1
-0.2408034935197675,-2.0998552046312726,0.09071061071736274,-1.2358231694866753,-0.7484940651529965,0.957230814410253,0.0692396952997807,0.43371563733561486,-0.433715637335615,0
-0.05614315003807363,1.0237794741327142,0.543078871094604,0.21204563615897848,0.09625648801216714,-0.7984826871263346,0.044923653485821925,1.0869099308095385,-1.086909930809538,0
-0.7131205412819651,1.5786474930947125,2.5884330923979313,1.0771179232200212,0.38016258991523566,-0.05507146364554276,-1.7168865515802993,0.6320274392413866,-0.6320274392413869,0
