SINR,RSRP,Latency,Packet_Loss,Throughput,Interference,Resource_Load,Trust_Score,Risk_Score,Composite_Risk,Label
16.523585398772155,-90.59282646025932,12.537412697514753,0.4556253544489025,115.1702508146644,12.914063528328393,61.88740445046999,0.8777486546297819,0.12225134537021809,0.16540208052317948,0
9.800079468797522,-97.29286936373661,22.96285621063129,0.34007390879252836,282.38978293752604,44.68510258003312,67.43576378927659,0.8155266454750006,0.18447335452499936,0.2514262347619316,1
18.752255979032284,-94.14473065835858,16.247620130490038,0.2700202121025694,114.27450435395139,39.70493527839657,66.55121976709624,0.6867541286847653,0.31324587131523474,0.30561301658563267,1
19.702823581956068,-83.66089622266257,35.43880298614451,0.09052710395587957,261.8627685433269,29.543998240984635,60.610760394698026,0.885901137410533,0.114098862589467,0.20697260857866506,0
5.244824056730819,-89.97006708800045,6.299633929341791,0.20447939327946557,151.87955255819605,20.48376155876648,64.09911893980784,0.8894422956679612,0.11055770433203882,0.156883862708003,0
8.48910246568841,-86.59790023131661,26.3060470377959,0.08447368082338838,182.02871718912922,42.158624241693325,28.23891849397982,0.9566224634904176,0.043377536509582426,0.13455899518087122,0
15.639202015836426,-83.29920757797811,19.277655692320362,0.1244489320378478,342.378568203613,44.48271860874309,53.296220902359636,0.9130801858457891,0.0869198141542109,0.17574581015477775,0
13.418787038282089,-93.7484146289761,10.662556235233922,0.18435898149594837,297.03343567308974,16.64205664588088,61.8743729748944,0.5238546862860223,0.4761453137139777,0.3582337763312734,1
14.915994212478555,-82.43751836370194,23.573184449309608,0.4381866942712068,341.9362510136434,57.20217899445411,91.69542237146999,0.9161811884913854,0.08381881150861459,0.23473959131233862,0
10.7347803621321,-86.21157396541605,9.595674585590636,0.3356126862638982,374.77817060010324,24.422501764119914,30.25910923942718,0.8858262516125928,0.11417374838740724,0.135226811357646,0
19.396989874314144,-102.34813086911478,16.524328291784535,0.7039387428398508,188.1729034288188,57.133484557861955,65.96141821218104,0.2459333512019876,0.7540666487980124,0.5696574394750251,1
18.88895967714474,-75.57695208813756,5.136576003077462,0.5200543092486776,369.9177329952697,13.587744737292946,79.50354906189926,0.8549671719636066,0.1450328280363934,0.18576475631631154,0
15.330153487806081,-95.00744743756916,2.0,0.5843223397785255,132.75954750568786,62.6185938051683,55.58534001144779,0.7048685412933795,0.2951314587066205,0.2893694595030426,1
20.636206034840164,-106.55095343185184,12.291086282715312,0.19019944262505173,309.68802676359223,40.55389683528071,47.943200865328464,0.873819948149832,0.126180051850168,0.17823475006852504,0
17.337546711260227,-100.45043709586302,12.147582939727016,0.16319168120166083,210.5329828320023,14.276942180006078,74.91625389950568,0.6479697668589725,0.35203023314102755,0.302663115528684,1
10.70353768558381,-100.21045160678322,13.06692384898009,0.3177391130898892,175.57598858885467,5.31160479924741,73.69188060112714,0.61769828621969,0.38230171378030997,0.3120472048839141,1
16.843753920412496,-89.47826681342467,27.538420969639056,0.15917548176377966,299.1575893843554,47.1907108623926,92.35076763811591,0.9525565818819968,0.04744341811800323,0.20853474473750666,0
10.205586995855006,-92.73850505546237,31.915990688259505,0.2138800556723787,325.59612201353707,18.332610902603058,66.29093665752289,0.9298456901423965,0.07015430985760351,0.17322120457092094,0
19.39225150653636,-93.36831967640593,21.03893755173792,0.3398138402196024,323.2214709317236,21.913071767049527,73.73817047893117,0.7974575445653271,0.20254245543467286,0.24200613746485367,1
