Trust_Score,Risk_Score,Interference,Resource_Load,Label
0.7373092779835879,-0.7373092779835886,-0.3342695188430195,1.2797211510152207,1
2.3469152608882355,-2.3469152608882373,-0.7109900270539706,-3.141592653589793,0
-0.3558078654860626,0.35580786548606147,-0.39323826932459427,2.111660097420951,1
2.646212284965963,-2.646212284965964,-0.4421945958880594,0.4739295469122189,0
1.2545297973398635,-1.2545297973398644,0.35911793894627153,1.890613314729754,1
0.5701819155949949,-0.5701819155949955,-1.5329865389714605,1.255794285289011,1
-0.9534349324987788,0.9534349324987776,-0.35157422793031845,-2.756532221946783,1
0.44139016981021406,-0.4413901698102147,-0.8805408847119552,-0.3877542426716747,1
-0.8674033493819087,0.8674033493819076,-1.151125477612814,-0.500544163098841,1
0.7166741818091094,-0.7166741818091105,-0.7839695462349721,1.1638549374222351,1
0.9884067463454109,-0.9884067463454124,0.4000101901135422,1.0812561615803176,1
1.3986969887341263,-1.3986969887341274,1.00969694232549,-0.02309514708889937,1
1.1995269567355733,-1.1995269567355742,-2.634654469196219,2.7369517737593148,1
1.1165602412309392,-1.1165602412309408,-1.3327978760936574,1.3477748007833101,1
1.7476066355991402,-1.747606635599141,0.22210108845754872,0.7450616617269735,0
2.5359148003521925,-2.535914800352193,-1.9376656935492793,0.7114558597777502,0
1.9869394255073098,-1.986939425507311,-1.0231686161846272,-1.723440628580171,0
1.5240745932063413,-1.5240745932063424,0.0898726644164698,1.2360982609293583,1
0.03445683448955661,-0.034456834489557275,-1.001670723691312,-0.8719218040384695,1
2.253873629602353,-2.253873629602354,-2.128897452732888,0.5387138820770047,0
0.5649961744511345,-0.5649961744511356,-0.7399997932915987,2.2962091150859343,1
-0.7515430608570413,0.7515430608570404,-1.7824697698976952,2.148987905079138,1
2.8785101596548595,-2.878510159654862,-0.028444181705726934,0.1443841793186207,0
-0.7357345858875015,0.7357345858875011,-1.4433438934576142,0.8693282824547935,1
1.1373213781840732,-1.1373213781840743,0.6287170780506095,0.426408759919638,1
1.9680265810303497,-1.9680265810303508,-2.3468610719178065,0.6653196743966748,0
-0.4521474169494122,0.4521474169494111,0.17838022459594383,1.002730956324316,1
1.1355035202832469,-1.1355035202832477,-1.3299570677917645,-1.345012364053378,1
1.9232835369506387,-1.9232835369506396,-1.7143228090962184,-0.4773440072399693,0
1.4696984882917508,-1.4696984882917523,-1.2598017271926716,0.5207944822981733,0
-0.8581217096898537,0.8581217096898526,0.5216240046517544,0.35485767622741743,1
1.4345187692698969,-1.434518769269898,0.06952601503254718,1.1087676581762924,1
2.334835701046716,-2.334835701046716,0.9681423096936228,-0.1822941567200762,0
0.6470173924463315,-0.6470173924463323,-1.4693490170876404,2.598055837410927,1
1.1678337053338586,-1.1678337053338599,-1.0408943083786044,2.2062990198460803,1
-0.49142188231951045,0.49142188231951,-1.5272619741214255,-0.4275746601460977,1
-0.09007753207226421,0.09007753207226377,0.8224536310415704,-2.052282963662283,1
1.1090911799394259,-1.1090911799394272,-3.0784024253056312,1.054270137475706,0
0.31637798353277313,-0.31637798353277424,0.9175289946559269,1.9719088415080928,1
2.067484161299463,-2.0674841612994634,-2.0004508693990655,-1.3866395744762952,0
2.6752388441251247,-2.6752388441251247,-1.5502166738609335,-0.27476755878713877,0
2.904456476714275,-2.9044564767142758,-0.698056601300172,-1.9492445023501772,0
0.18845439419867605,-0.1884543941986767,0.4844431564036733,-1.320128076038022,1
2.3231855960980115,-2.3231855960980137,0.04976616062095984,-0.35935442089830505,0
0.31464606299924625,-0.3146460629992468,-0.33467427077542244,0.8385189217275245,1
2.0953951804892483,-2.0953951804892497,-1.6457534961311242,2.5965999404697473,0
-1.3702400205027159,1.3702400205027156,-0.3215681269892534,-1.898205181519038,1
1.2346617979369015,-1.234661797936903,-1.3483659970002122,0.33074689493874326,0
0.12792358630037048,-0.12792358630037093,2.055973438210793,-2.9079541564510962,1
0.3747230834698434,-0.37472308346984395,-2.3743240800063807,1.9176530387944943,1
0.7717898568116278,-0.7717898568116285,-0.5252041741023126,0.353303688414228,1
1.766647868340736,-1.7666478683407372,0.04608165385990293,-1.6901750688860324,0
-0.19151943509441582,0.19151943509441494,2.2776241141571063,2.4672466680830887,1
2.730329998987524,-2.730329998987524,-1.0876292615928993,-1.1444071269703824,0
1.7394223519916285,-1.7394223519916299,-1.4741053663420507,2.230045978964953,0
2.2319671384319704,-2.2319671384319717,-2.340012536933725,-1.0321449995360092,0
2.247704651328814,-2.2477046513288155,-0.5520731607056,2.210785463008669,0
-2.2044392835922864,2.2044392835922846,-1.8228536881241224,-0.3853432850055798,1
0.48643853621127586,-0.4864385362112771,-2.2844762335632227,0.47098643230558535,1
2.633191837041218,-2.6331918370412195,-2.5354223582811173,0.4016057737995518,0
2.62902616959088,-2.6290261695908796,-2.065838153349852,0.690618948547843,0
0.3625220723647884,-0.3625220723647895,-0.10011786663796018,0.5529574120736813,1
2.125498151955113,-2.125498151955114,-1.5204122791550256,-1.515010734100965,0
1.9371986596696824,-1.937198659669683,0.1685049040680131,1.8007831289768306,1
1.9043380955091591,-1.9043380955091598,-2.6177664199281345,1.154560805782452,0
1.0246752209875587,-1.0246752209875603,-2.187942577850881,-1.980549517203423,0
